die,Nachteil,disadvantage,Der hohe Preis ist ein deutlicher Nachteil.,General,Beginner,1
das,Risiko,risk,Man sollte kein unnötiges Risiko eingehen.,General,Beginner,2
der,Zufall,coincidence,Es war reiner Zufall, dass wir uns trafen.,General,Beginner,0
die,Notwendigkeit,necessity,Es besteht die Notwendigkeit, schnell zu handeln.,General,Intermediate,1
das,Hindernis,obstacle,Das Wetter war ein großes Hindernis für die Wanderung.,General,Intermediate,2
der,Erfolg,success,Der Erfolg gibt ihm recht.,General,Beginner,0
die,Niederlage,defeat,Er musste eine schwere Niederlage einstecken.,General,Intermediate,1
das,Ziel,goal/target,Wir haben unser Ziel fast erreicht.,General,Beginner,2
der,Weg,way/path,Der Weg zum Erfolg ist oft steinig.,General,Beginner,0
die,Möglichkeit,possibility/opportunity,Gibt es eine Möglichkeit, den Termin zu verschieben?,General,Beginner,1
das,Weltall,outer space,Das Weltall dehnt sich immer weiter aus.,Science,Intermediate,2
der,Weltraum,space,Reisen in den Weltraum sind extrem teuer.,Science,Intermediate,0
die,Galaxie,galaxy,Unsere Galaxie heißt Milchstraße.,Science,Intermediate,1
der,Stern,star,Am Nachthimmel kann man Millionen Sterne sehen.,Science,Beginner,0
die,Sonne,sun,Die Sonne ist das Zentrum unseres Sonnensystems.,Science,Beginner,1
das,Sonnensystem,solar system,Es gibt acht Planeten in unserem Sonnensystem.,Science,Intermediate,2
der,Planet,planet,Der Mars wird oft als der rote Planet bezeichnet.,Science,Beginner,0
die,Erde,Earth,Die Erde ist der einzige bekannte Planet mit Leben.,Science,Beginner,1
das,Universum,universe,Das Universum birgt noch viele Geheimnisse.,Science,Intermediate,2
der,Mond,moon,Der Mond umkreist die Erde einmal im Monat.,Science,Beginner,0
die,Atmosphäre,atmosphere,Die Atmosphäre schützt uns vor gefährlicher Strahlung.,Science,Intermediate,1
das,Vakuum,vacuum,Im Vakuum des Weltalls gibt es keinen Schall.,Science,Advanced,2
der,Komet,comet,Der Komet zieht einen langen Schweif hinter sich her.,Science,Advanced,0
die,Umlaufbahn,orbit,Der Satellit wurde in eine stabile Umlaufbahn gebracht.,Science,Advanced,1
das,Teleskop,telescope,Mit dem Teleskop kann man ferne Galaxien beobachten.,Science,Intermediate,2
der,Astronaut,astronaut,Der Astronaut betrat als Erster den Mond.,Science,Beginner,0
die,Astronautin,astronaut (female),Die Astronautin führt Experimente auf der Raumstation durch.,Science,Beginner,1
das,Raumschiff,spaceship,Das Raumschiff landete sicher auf der Oberfläche.,Science,Beginner,2
der,Meteorit,meteorite,Der Meteorit hinterließ einen riesigen Krater.,Science,Advanced,0
die,Schwerkraft,gravity,Auf dem Mond ist die Schwerkraft viel geringer.,Science,Intermediate,1
das,Lichtjahr,light year,Die Entfernung wird in Lichtjahren gemessen.,Science,Advanced,2
der,Horizont,horizon,Die Sonne versinkt langsam am Horizont.,Nature,Beginner,0
die,Finsternis,eclipse/darkness,Während der Sonnenfinsternis wurde es am Tag dunkel.,Science,Advanced,1
das,Element,element,Wasserstoff ist das häufigste Element im Universum.,Science,Intermediate,2
der,Sauerstoff,oxygen,Ohne Sauerstoff können Menschen nicht atmen.,Science,Beginner,0
die,Materie,matter,Alles, was wir sehen, besteht aus Materie.,Science,Advanced,1
das,Atom,atom,Ein Atom besteht aus einem Kern und Elektronen.,Science,Intermediate,2
der,Kern,nucleus/core,Im Kern der Sonne herrscht enorme Hitze.,Science,Intermediate,0
die,Energie,energy,Wir müssen effizienter mit unserer Energie umgehen.,Science,Beginner,1
das,Magnetfeld,magnetic field,Die Erde besitzt ein schützendes Magnetfeld.,Science,Advanced,2
der,Strahl,beam/ray,Ein Lichtstrahl drang durch das Fenster.,Science,Beginner,0
die,Welle,wave,Licht verhält sich sowohl wie ein Teilchen als auch wie eine Welle.,Science,Intermediate,1
das,Teilchen,particle,Das Higgs-Teilchen wurde in der Schweiz entdeckt.,Science,Advanced,2
der,Druck,pressure,In der Tiefe des Ozeans herrscht hoher Druck.,Science,Intermediate,0
die,Temperatur,temperature,Die Temperatur im Weltraum liegt nahe dem absoluten Nullpunkt.,Science,Beginner,1
das,Gas,gas,Sterne bestehen hauptsächlich aus Gas.,Science,Beginner,2
der,Stoff,substance/material,Welcher Stoff leitet Strom am besten?,Science,Beginner,0
die,Flüssigkeit,liquid,Wasser ist eine lebensnotwendige Flüssigkeit.,Science,Beginner,1
das,Metall,metal,Eisen ist ein sehr festes Metall.,Materials,Beginner,2
der,Kristall,crystal,Schneeflocken haben die Form von Kristallen.,Nature,Intermediate,0
die,Substanz,substance,Die chemische Substanz muss vorsichtig behandelt werden.,Science,Intermediate,1
das,Labor,laboratory,Die Proben werden im Labor untersucht.,Science,Beginner,2
der,Forscher,researcher,Der Forscher arbeitet an einer neuen Theorie.,Professional,Beginner,0
die,Forscherin,researcher (female),Die Forscherin entdeckte eine neue Pflanzenart.,Professional,Beginner,1
das,Experiment,experiment,Das Experiment lieferte ein überraschendes Ergebnis.,Science,Beginner,2
der,Beweis,proof/evidence,Gibt es einen wissenschaftlichen Beweis dafür?,Science,Intermediate,0
die,Formel,formula,Die mathematische Formel ist sehr kompliziert.,Science,Intermediate,1
das,Gesetz,law (of nature),Die Gesetze der Physik gelten überall.,Science,Beginner,2
der,Fortschritt,progress,Der technische Fortschritt ist rasant.,General,Beginner,0
die,Entdeckung,discovery,Die Entdeckung von Amerika änderte die Weltgeschichte.,History,Beginner,1
der,Handwerker,craftsman,Der Handwerker repariert das undichte Dach.,Professional,Beginner,0
die,Handwerkerin,craftswoman,Die Handwerkerin verlegt die neuen Fliesen.,Professional,Beginner,1
das,Handwerk,craft/trade,Das goldene Handwerk hat eine lange Tradition.,Industry,Beginner,2
der,Hammer,hammer,Benutz den Hammer, um den Nagel einzuschlagen.,Tools,Beginner,0
die,Zange,pliers,Mit der Zange lässt sich der Draht biegen.,Tools,Beginner,1
das,Werkzeug,tool,In diesem Kasten ist das wichtigste Werkzeug.,Tools,Beginner,2
der,Schraubendreher,screwdriver,Reich mir bitte den flachen Schraubendreher.,Tools,Beginner,0
die,Schraube,screw,Die Schraube sitzt locker und muss festgezogen werden.,Tools,Beginner,1
das,Gewinde,thread (screw),Das Gewinde der Schraube ist beschädigt.,Tools,Intermediate,2
der,Nagel,nail,Vorsicht, da schaut ein Nagel aus dem Brett.,Tools,Beginner,0
die,Säge,saw,Mit einer scharfen Säge schneidet er das Holz.,Tools,Beginner,1
das,Sägeblatt,saw blade,Das Sägeblatt muss gewechselt werden.,Tools,Intermediate,2
der,Bohrer,drill,Der Bohrer ist zu dick für dieses Loch.,Tools,Beginner,0
die,Bohrmaschine,power drill,Die Bohrmaschine ist im Koffer im Keller.,Tools,Beginner,1
das,Loch,hole,Er bohrt ein Loch in die Wand.,General,Beginner,2
der,Dübel,wall plug/dowell,Vergiss nicht, einen Dübel in das Loch zu stecken.,Tools,Intermediate,0
die,Feile,file (tool),Die Kanten werden mit einer Feile geglättet.,Tools,Intermediate,1
das,Schleifpapier,sandpaper,Benutz Schleifpapier, um die Farbe zu entfernen.,Tools,Beginner,2
der,Pinsel,paintbrush,Der Pinsel muss nach dem Streichen gereinigt werden.,Tools,Beginner,0
die,Rolle,roller,Mit der Rolle lässt sich die Wand schneller streichen.,Tools,Beginner,1
das,Blech,sheet metal,Das Dach ist mit Blech verkleidet.,Materials,Intermediate,2
der,Draht,wire,Der Zaun besteht aus verstärktem Draht.,Materials,Beginner,0
die,Leitung,pipe/wire/line,Vorsicht beim Bohren, hier verläuft eine Leitung.,Construction,Intermediate,1
das,Kabel,cable,Das Kabel der Lampe ist zu kurz.,Technology,Beginner,2
der,Stecker,plug,Zieh bitte den Stecker aus der Steckdose.,Technology,Beginner,0
die,Steckdose,power outlet,In der Ecke gibt es eine Steckdose.,Technology,Beginner,1
das,Maßband,tape measure,Miss die Länge bitte mit dem Maßband nach.,Tools,Beginner,2
der,Zollstock,folding ruler,Ein Handwerker hat meistens einen Zollstock dabei.,Tools,Beginner,0
die,Wasserwaage,spirit level,Nimm die Wasserwaage, damit das Regal gerade hängt.,Tools,Intermediate,1
das,Lot,plumb line,Mit dem Lot prüft man die vertikale Ausrichtung.,Tools,Advanced,2
der,Klebstoff,glue,Dieser Klebstoff hält auf fast allen Oberflächen.,Materials,Beginner,0
die,Leim,wood glue,Der Leim muss mehrere Stunden lang trocknen.,Materials,Intermediate,1
das,Harz,resin,Bernstein ist versteinertes Harz von Bäumen.,Materials,Advanced,2
der,Mörtel,mortar,Der Maurer mischt den Mörtel für die Wand an.,Materials,Intermediate,0
die,Kelle,trowel,Er verstreicht den Zement mit der Kelle.,Tools,Intermediate,1
das,Gerüst,scaffolding,Die Arbeiter bauen das Gerüst am Haus auf.,Construction,Intermediate,2
der,Helm,helmet,Auf der Baustelle herrscht Helmpflicht.,Safety,Beginner,0
die,Schutzbrille,safety goggles,Tragen Sie beim Schleifen immer eine Schutzbrille.,Safety,Intermediate,1
das,Seil,rope,Das schwere Paket wird mit einem Seil hochgezogen.,General,Beginner,2
der,Knoten,knot,Der Knoten lässt sich nur schwer wieder lösen.,General,Beginner,0
die,Kette,chain,Das Fahrrad ist mit einer schweren Kette gesichert.,General,Beginner,1
das,Schloss,lock,Das Schloss an der Tür klemmt ein wenig.,General,Beginner,2
der,Schlüssel,key,Ich habe meinen Schlüssel im Auto vergessen.,General,Beginner,0
die,Werkstatt,workshop,In der Werkstatt wird fleißig gearbeitet.,Work,Beginner,1
das,Ersatzteil,spare part,Das Ersatzteil muss erst bestellt werden.,Industry,Intermediate,2
der,Schrott,scrap/junk,Das alte Auto ist nur noch Schrott wert.,General,Intermediate,0
die,Wartung,maintenance,Die regelmäßige Wartung der Heizung ist wichtig.,Technical,Intermediate,1
das,Öl,oil,Der Motor braucht dringend neues Öl.,Technical,Beginner,2
der,Schaden,damage,Der Sturm hat einen großen Schaden verursacht.,General,Beginner,0
die,Reparatur,repair,Die Reparatur der Waschmaschine war teuer.,Technical,Beginner,1
der,Kontinent,continent,Asien ist der flächenmäßig größte Kontinent.,Geography,Beginner,0
die,Halbinsel,peninsula,Italien ist eine bekannte Halbinsel im Mittelmeer.,Geography,Intermediate,1
das,Gebirge,mountain range,Die Alpen sind das höchste Gebirge in Europa.,Geography,Beginner,2
der,Gletscher,glacier,Durch die Erwärmung schmelzen die Gletscher weltweit.,Nature,Intermediate,0
die,Spalte,crevice/cleft,Vorsicht vor tiefen Spalten im Eis.,Nature,Advanced,1
das,Tal,valley,Das Dorf liegt versteckt in einem tiefen Tal.,Geography,Beginner,2
der,Abgrund,abyss/precipice,Er stand direkt am Rand eines tiefen Abgrunds.,Nature,Advanced,0
die,Schlucht,canyon/gorge,Ein schmaler Pfad führt durch die Schlucht.,Geography,Intermediate,1
das,Ufer,shore/bank,Wir spazieren gerne am Ufer des Flusses.,Geography,Beginner,2
der,Ozean,ocean,Der Atlantische Ozean trennt Europa von Amerika.,Geography,Beginner,0
die,Strömung,current,Die Strömung im Fluss ist nach dem Regen sehr stark.,Nature,Intermediate,1
das,Gezeiten,tides (usually plural),Ebbe und Flut sind die Gezeiten des Meeres.,Nature,Intermediate,2
der,Meeresspiegel,sea level,Der Meeresspiegel steigt aufgrund des Klimawandels.,Environment,Intermediate,0
die,Küste,coast,An der Küste weht meistens ein frischer Wind.,Geography,Beginner,1
das,Riff,reef,Das Korallenriff bietet vielen Fischen Schutz.,Nature,Intermediate,2
der,Vulkan,volcano,Der Vulkan ist seit vielen Jahren nicht mehr aktiv.,Nature,Beginner,0
die,Eruption,eruption,Die Eruption schleuderte Asche kilometerweit in die Luft.,Nature,Advanced,1
das,Magma,magma,Unter der Erdkruste befindet sich flüssiges Magma.,Science,Advanced,2
der,Äquator,equator,Am Äquator sind die Tage das ganze Jahr über gleich lang.,Geography,Intermediate,0
die,Hemisphäre,hemisphere,Im Winter ist es auf der Nordhalbkugel kalt.,Science,Advanced,1
das,Klima,climate,Das Klima in dieser Region ist sehr beständig.,Environment,Beginner,2
der,Niederschlag,precipitation,Im Herbst gibt es meistens viel Niederschlag.,Environment,Intermediate,0
die,Dürre,drought,Die langanhaltende Dürre schadet der Ernte.,Environment,Intermediate,1
das,Unwetter,severe storm,Das schwere Unwetter verursachte große Schäden.,Weather,Beginner,2
der,Hurrikan,hurricane,Der Hurrikan erreichte die Küste mit hoher Geschwindigkeit.,Weather,Intermediate,0
die,Flut,flood/high tide,Nach den Regenfällen stieg das Wasser zur Flut an.,Weather,Beginner,1
das,Hochwasser,flood (river/lake),Das Hochwasser bedroht die tiefer gelegenen Häuser.,Environment,Intermediate,2
der,Blitz,lightning,Ein heller Blitz erleuchtete den Nachthimmel.,Weather,Beginner,0
die,Donner,thunder (usually der),Nach dem Blitz hört man meistens den Donner.,Weather,Beginner,0
das,Gewitter,thunderstorm,Ich bleibe bei einem Gewitter lieber im Haus.,Weather,Beginner,2
der,Hagel,hail,Der Hagel hat die Fenster des Autos beschädigt.,Weather,Intermediate,0
die,Luftfeuchtigkeit,humidity,Die hohe Luftfeuchtigkeit macht die Hitze unerträglich.,Weather,Intermediate,1
das,Tiefdruckgebiet,low pressure area,Ein Tiefdruckgebiet bringt Regen aus dem Westen.,Weather,Advanced,2
der,Windstoß,gust of wind,Ein starker Windstoß wehte ihm den Hut vom Kopf.,Weather,Intermediate,0
die,Böe,gust,Vorsicht, auf der Brücke gibt es heftige Böen.,Weather,Advanced,1
das,Eis,ice,Der See ist mit einer dicken Schicht Eis bedeckt.,Nature,Beginner,2
der,Frost,frost,In der Nacht gab es den ersten Frost des Jahres.,Weather,Beginner,0
die,Kälte,coldness,Die extreme Kälte macht den Tieren zu schaffen.,Weather,Beginner,1
das,Tauwetter,thaw,Mit dem Tauwetter beginnt der Schnee zu schmelzen.,Weather,Intermediate,2
der,Schadstoff,pollutant,Die Industrie stößt zu viele Schadstoffe aus.,Environment,Advanced,0
die,Umweltverschmutzung,pollution,Wir müssen die Umweltverschmutzung reduzieren.,Environment,Intermediate,1
das,Ökosystem,ecosystem,Der Regenwald ist ein sehr sensibles Ökosystem.,Environment,Advanced,2
der,Artenschutz,species protection,Der Artenschutz ist für die Biologie sehr wichtig.,Environment,Advanced,0
die,Nachhaltigkeit,sustainability,Nachhaltigkeit spielt in der modernen Wirtschaft eine Rolle.,Environment,Intermediate,1
das,Recycling,recycling,Durch Recycling sparen wir wertvolle Rohstoffe.,Environment,Beginner,2
der,Treibhauseffekt,greenhouse effect,Der Treibhauseffekt führt zur Erwärmung der Erde.,Environment,Intermediate,0
die,Erwärmung,warming,Die globale Erwärmung ist ein ernstes Problem.,Environment,Intermediate,1
das,Ozonschicht,ozone layer (usually die),Die Ozonschicht schützt uns vor UV-Strahlung.,Environment,Advanced,1
der,Naturschutz,nature conservation,Der Verein setzt sich für den Naturschutz ein.,Environment,Intermediate,0
die,Wildnis,wilderness,Er verbrachte zwei Wochen in der einsamen Wildnis.,Nature,Intermediate,1
der,Staat,state/nation,Der Staat garantiert die Grundrechte der Bürger.,Politics,Beginner,0
die,Verfassung,constitution,Die Verfassung schützt die Freiheit des Einzelnen.,Politics,Advanced,1
das,Grundgesetz,Basic Law (German Constitution),Das Grundgesetz wurde 1949 verkündet.,Politics,Advanced,2
der,Bundestag,German Parliament,Der Bundestag debattiert über den neuen Haushalt.,Politics,Intermediate,0
die,Bundesregierung,federal government,Die Bundesregierung plant eine neue Steuerreform.,Politics,Beginner,1
das,Ministerium,ministry,Das Ministerium für Bildung sitzt in Bonn und Berlin.,Politics,Intermediate,2
der,Minister,minister,Der Minister gab eine Pressekonferenz.,Politics,Beginner,0
die,Ministerin,minister (female),Die Ministerin setzt sich für Frauenrechte ein.,Politics,Beginner,1
das,Parlament,parliament,Das Parlament wird alle vier Jahre neu gewählt.,Politics,Beginner,2
der,Abgeordnete,delegate/member of parliament,Der Abgeordnete hält eine Rede im Plenum.,Politics,Intermediate,0
die,Opposition,opposition,Die Opposition kritisiert die Pläne der Regierung.,Politics,Intermediate,1
das,Bündnis,alliance/coalition,Die beiden Parteien schlossen ein festes Bündnis.,Politics,Advanced,2
der,Wahlkreis,constituency,Er gewann das Direktmandat in seinem Wahlkreis.,Politics,Advanced,0
die,Wahl,election/choice,Die Wahlbeteiligung war dieses Jahr sehr hoch.,Politics,Beginner,1
das,Stimmrecht,right to vote,In einer Demokratie ist das Stimmrecht fundamental.,Politics,Intermediate,2
der,Parteitag,party convention,Auf dem Parteitag wurde ein neues Programm verabschiedet.,Politics,Advanced,0
die,Demokratie,democracy,Wahlen sind die Basis jeder Demokratie.,Politics,Beginner,1
das,Regime,regime,Das autoritäre Regime unterdrückt die Opposition.,Politics,Intermediate,2
der,Diplomat,diplomat,Der Diplomat verhandelt über den Friedensvertrag.,Politics,Intermediate,0
die,Botschaft,embassy,Er beantragt sein Visum in der Botschaft.,Politics,Beginner,1
das,Konsulat,consulate,Das Konsulat hilft Bürgern im Ausland.,Politics,Intermediate,2
der,Gipfel,summit (meeting),Die Staatschefs treffen sich zum Klimagipfel.,Politics,Intermediate,0
die,Konferenz,conference,Die Konferenz findet dieses Jahr in München statt.,Politics,Beginner,1
das,Protokoll,protocol/minutes,Wer führt bei der Sitzung das Protokoll?,Politics,Intermediate,2
der,Vertrag,treaty/contract,Der Friedensvertrag wurde heute unterzeichnet.,Politics,Beginner,0
die,Reform,reform,Die Regierung plant eine Reform des Rentensystems.,Politics,Intermediate,1
das,Gesetz,law,Das Gesetz tritt am ersten Januar in Kraft.,Politics,Beginner,2
der,Entwurf,draft/bill,Der Gesetzentwurf wird im Ausschuss beraten.,Politics,Intermediate,0
die,Debatte,debate,Die Debatte im Fernsehen war sehr hitzig.,Politics,Beginner,1
das,Plenum,plenary session,Die Entscheidung fällt morgen im Plenum.,Politics,Advanced,2
der,Haushalt,budget (state),Der Haushalt für das nächste Jahr steht fest.,Politics,Intermediate,0
die,Steuer,tax,Die Mehrwertsteuer wurde leicht erhöht.,Finance,Beginner,1
das,Privileg,privilege,Diplomaten genießen bestimmte Privilegien.,Social,Advanced,2
der,Bürger,citizen,Jeder Bürger hat das Recht auf freie Meinung.,Social,Beginner,0
die,Bürgerin,citizen (female),Die Bürgerin reichte eine Beschwerde ein.,Social,Beginner,1
das,Asyl,asylum,Er hat einen Antrag auf politisches Asyl gestellt.,Social,Intermediate,2
der,Flüchtling,refugee,Die Versorgung der Flüchtlinge ist gesichert.,Social,Beginner,0
die,Integration,integration,Spracherwerb ist der Schlüssel zur Integration.,Social,Intermediate,1
das,Verfahren,procedure,Das juristische Verfahren kann Jahre dauern.,Legal,Intermediate,2
der,Beschluss,resolution/decision,Der Beschluss des Stadtrates ist endgültig.,Politics,Intermediate,0
die,Zustimmung,approval/consent,Der Plan benötigt die Zustimmung des Bundesrates.,Politics,Intermediate,1
das,Veto,veto,Der Präsident legte ein Veto gegen das Gesetz ein.,Politics,Advanced,2
der,Sieg,victory,Die Partei feiert ihren knappen Sieg.,Politics,Beginner,0
die,Niederlage,defeat,Nach der Niederlage trat der Vorsitzende zurück.,Politics,Intermediate,1
das,Mandat,mandate/seat,Sie hat ihr Mandat im Europaparlament niedergelegt.,Politics,Advanced,2
der,Ausschuss,committee,Der Ausschuss prüft die Vorwürfe genau.,Politics,Advanced,0
die,Kommission,commission,Die Europäische Kommission hat ihren Sitz in Brüssel.,Politics,Intermediate,1
das,Gremium,body/committee,Das Gremium berät über die Vergabe der Gelder.,Politics,Advanced,2
der,Vorsitz,chair/chairmanship,Deutschland übernimmt den Vorsitz im Rat.,Politics,Intermediate,0
die,Verwaltung,administration,Die Verwaltung der Stadt ist im Rathaus.,Politics,Intermediate,1
der,Organismus,organism,Der menschliche Organismus braucht Vitamine.,Health,Intermediate,0
die,Anatomie,anatomy,Im Medizinstudium lernt man die menschliche Anatomie.,Health,Intermediate,1
das,Gewebe,tissue,Das beschädigte Gewebe heilt nur langsam.,Health,Advanced,2
der,Stoffwechsel,metabolism,Sport regt den Stoffwechsel an.,Health,Intermediate,0
die,Drüse,gland,Die Schilddrüse produziert wichtige Hormone.,Health,Advanced,1
das,Hormon,hormone,Stress führt zur Ausschüttung von Hormonen.,Health,Intermediate,2
der,Kreislauf,circulation,Die Hitze belastet meinen Kreislauf.,Health,Beginner,0
die,Ader,vein/artery,Durch die Adern fließt das Blut zum Herzen.,Health,Intermediate,1
das,Gefäß,vessel,Die Blutgefäße müssen elastisch bleiben.,Health,Intermediate,2
der,Puls,pulse,Der Arzt misst den Puls am Handgelenk.,Health,Beginner,0
die,Infektion,infection,Eine Infektion muss oft mit Antibiotika behandelt werden.,Health,Beginner,1
das,Symptom,symptom,Fieber ist ein typisches Symptom einer Grippe.,Health,Beginner,2
der,Befund,medical finding/result,Der ärztliche Befund war zum Glück negativ.,Health,Advanced,0
die,Diagnose,diagnosis,Die Diagnose wurde nach der Blutuntersuchung gestellt.,Health,Intermediate,1
das,Rezept,prescription/recipe,Der Arzt stellte mir ein Rezept für die Apotheke aus.,Health,Beginner,2
der,Wirkstoff,active ingredient,Dieser Wirkstoff senkt den Blutdruck.,Health,Advanced,0
die,Nebenwirkung,side effect,Lesen Sie die Packungsbeilage für mögliche Nebenwirkungen.,Health,Intermediate,1
das,Präparat,preparation/medicine,Dieses pflanzliche Präparat hilft beim Einschlafen.,Health,Intermediate,2
der,Patient,patient,Der Patient wartet schon lange im Sprechzimmer.,Health,Beginner,0
die,Patientin,patient (female),Die Patientin wurde heute aus dem Krankenhaus entlassen.,Health,Beginner,1
das,Krankenhaus,hospital,Er wurde nach dem Unfall ins Krankenhaus eingeliefert.,Health,Beginner,2
der,Chefarzt,chief physician,Der Chefarzt leitet die chirurgische Abteilung.,Health,Intermediate,0
die,Narkose,anesthesia,Die Operation erfolgt unter voller Narkose.,Health,Advanced,1
das,Skalpell,scalpel,Der Chirurg führt den ersten Schnitt mit dem Skalpell.,Health,Advanced,2
der,Verband,bandage,Der Verband muss täglich gewechselt werden.,Health,Beginner,0
die,Wunde,wound,Die Wunde wurde genäht und desinfiziert.,Health,Beginner,1
das,Pflaster,band-aid/plaster,Hast du ein Pflaster für meinen Finger?,Health,Beginner,2
der,Knochenbruch,bone fracture,Ein Knochenbruch muss im Röntgenbild sichtbar sein.,Health,Intermediate,0
die,Heilung,healing/recovery,Der Prozess der Heilung braucht Zeit und Ruhe.,Health,Intermediate,1
das,Attest,medical certificate,Für die Schule brauche ich ein ärztliches Attest.,Health,Intermediate,2
der,Rollstuhl,wheelchair,Das Gebäude ist für Menschen im Rollstuhl zugänglich.,Health,Beginner,0
die,Prothese,prosthesis,Die moderne Prothese wird über Sensoren gesteuert.,Health,Advanced,1
das,Implantat,implant,Das Zahnimplantat sieht völlig natürlich aus.,Health,Advanced,2
der,Spender,donor,Er ist als Organspender registriert.,Health,Intermediate,0
die,Vorsorge,prevention/check-up,Regelmäßige Vorsorge ist wichtig für die Gesundheit.,Health,Intermediate,1
das,Immunsystem,immune system,Vitamine stärken das Immunsystem.,Health,Beginner,2
der,Antikörper,antibody,Der Körper bildet Antikörper gegen das Virus.,Health,Advanced,0
die,Impfung,vaccination,Die Impfung schützt vor schweren Krankheitsverläufen.,Health,Beginner,1
das,Virus,virus,Das Virus verbreitet sich über die Luft.,Health,Beginner,2
der,Bakterium,bacterium (usually das),Bakterien können Krankheiten verursachen.,Health,Intermediate,2
die,Zelle,cell,Der Körper besteht aus Billionen von Zellen.,Health,Beginner,1
das,Gen,gene,Die Gene bestimmen unsere Augenfarbe.,Health,Intermediate,2
der,Erreger,pathogen,Der Erreger der Krankheit wurde identifiziert.,Health,Advanced,0
die,Therapie,therapy,Die Therapie dauert voraussichtlich sechs Wochen.,Health,Beginner,1
das,Medikament,medication,Nehmen Sie dieses Medikament dreimal täglich ein.,Health,Beginner,2
der,Apotheker,pharmacist,Der Apotheker berät mich bei der Auswahl.,Professional,Beginner,0
die,Apothekerin,pharmacist (female),Die Apothekerin erklärt die Dosierung.,Professional,Beginner,1
das,Labor,laboratory,Die Blutprobe wird im Labor untersucht.,Science,Beginner,2
der,Ultraschall,ultrasound,Auf dem Ultraschall kann man das Herz sehen.,Health,Intermediate,0
die,Spritze,injection/syringe,Keine Sorge, die Spritze tut kaum weh.,Health,Beginner,1
der,Journalismus,journalism,Guter Journalismus ist für die Demokratie unverzichtbar.,Media,Intermediate,0
die,Presse,press,Die Presse berichtet kritisch über die Regierung.,Media,Beginner,1
das,Medium,medium,Das Internet ist heute das wichtigste Medium.,Media,Intermediate,2
der,Redakteur,editor,Der Redakteur überarbeitet den Artikel.,Media,Intermediate,0
die,Redakteurin,editor (female),Die Redakteurin leitet das Ressort Politik.,Media,Intermediate,1
das,Interview,interview,Der Minister gab der Zeitung ein langes Interview.,Media,Beginner,2
der,Bericht,report,Der Bericht über den Unfall war sehr detailliert.,Media,Beginner,0
die,Schlagzeile,headline,Die Schlagzeile stand groß auf der ersten Seite.,Media,Intermediate,1
das,Ereignis,event/occurrence,Die Mondlandung war ein historisches Ereignis.,General,Beginner,2
der,Kommentar,commentary/opinion piece,Er schrieb einen scharfen Kommentar zum Thema.,Media,Intermediate,0
die,Quelle,source,Journalisten müssen ihre Quellen schützen.,Media,Beginner,1
das,Zitat,quote,Das Zitat wurde aus dem Zusammenhang gerissen.,Media,Intermediate,2
der,Rundfunk,broadcasting,Der öffentlich-rechtliche Rundfunk wird durch Gebühren finanziert.,Media,Intermediate,0
die,Sendung,broadcast/program,Die Sendung beginnt pünktlich um acht Uhr.,Media,Beginner,1
das,Format,format,Dieses Videoformat wird nicht unterstützt.,Technology,Beginner,2
der,Zuschauer,viewer,Die Sendung hatte Millionen von Zuschauern.,Media,Beginner,0
die,Zuschauerin,viewer (female),Die Zuschauerin stellte eine Frage ins Studio.,Media,Beginner,1
das,Publikum,audience,Das Publikum applaudierte nach der Vorstellung.,Arts,Beginner,2
der,Moderator,host/moderator,Der Moderator führt durch die Talkshow.,Media,Intermediate,0
die,Moderatorin,host (female),Die Moderatorin interviewt den Gast.,Media,Intermediate,1
das,Mikrofon,microphone,Bitte sprechen Sie direkt in das Mikrofon.,Technology,Beginner,2
der,Beitrag,contribution/article,Vielen Dank für Ihren interessanten Beitrag.,Media,Beginner,0
die,Nachricht,news/message,Ich habe die guten Nachrichten im Radio gehört.,Media,Beginner,1
das,Magazin,magazine,Ich lese dieses Magazin jede Woche.,Media,Beginner,2
der,Herausgeber,publisher/editor,Der Herausgeber der Zeitung ist zurückgetreten.,Media,Advanced,0
die,Auflage,edition/circulation,Die Zeitung hat eine sehr hohe Auflage.,Media,Advanced,1
das,Inserat,advertisement (print),Er schaltete ein Inserat in der Lokalzeitung.,Media,Intermediate,2
der,Werbespot,commercial,Der Werbespot war sehr lustig gemacht.,Media,Beginner,0
die,Zielgruppe,target group,Die Werbung richtet sich an eine junge Zielgruppe.,Media,Intermediate,1
das,Logo,logo,Das Logo der Firma ist weltweit bekannt.,Business,Beginner,2
der,Skandal,skandal,Der politische Skandal füllte die Titelseiten.,Social,Beginner,0
die,Zensur,censorship,In diesem Land herrscht strenge Zensur.,Politics,Advanced,1
das,Urheberrecht,copyright,Das Urheberrecht schützt die Werke von Künstlern.,Legal,Advanced,2
der,Datenschutz,data protection,Der Datenschutz ist im Internet besonders wichtig.,Technology,Intermediate,0
die,Privatsphäre,privacy,Jeder Mensch hat ein Recht auf Privatsphäre.,Social,Intermediate,1
das,Netzwerk,network,Soziale Netzwerke beeinflussen unsere Meinung.,Technology,Beginner,2
der,Post,post (social media),Er hat einen interessanten Post geteilt.,Technology,Beginner,0
die,Plattform,platform,Diese Plattform bietet viele kostenlose Kurse an.,Technology,Beginner,1
das,Profil,profile,Du solltest dein Profil regelmäßig aktualisieren.,Technology,Beginner,2
